Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP
CS-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.796445552,0.271721073,0.0
CS-DP_0,0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005
CS-DP_0,12,0.0,0.0,0.0,0.0,0.0,0.344121404,0.0,0.145211948
CS-DP_0,24,0.0,0.0,0.0,0.0,0.0,0.189840092,0.0,0.234493228
DP-BT_0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005
DP-BT_0,12,1.941975593,0.0,0.0,0.0,0.0,0.0,0.0,0.067857769
DP-BT_0,24,1.870548571,0.0,0.0,0.0,0.0,0.0,0.0,0.06045144
DP-BU_0,0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005
DP-BU_0,12,0.0,0.0,0.0,0.0,0.724432791,0.0,0.0,0.680025524
DP-BU_0,24,0.0,0.0,0.0,0.0,0.36480403,0.0,0.0,0.893487665
DP-BV_0,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
DP-BV_0,12,0.0,1.413939791,0.0,0.0,0.0,0.0,0.0,0.20789352
DP-BV_0,24,0.0,1.188235427,0.0,0.0,0.0,0.0,0.0,0.326731266
DP-CA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
DP-CA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.002926229,0.131907108
DP-CA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.005125868,0.150374126
MS014-BT_0,0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0
MS014-BT_0,12,1.528466799,0.0,0.702033289,0.0,0.0,0.0,0.0,0.0
MS014-BT_0,24,0.97007931,0.0,0.762920677,0.0,0.0,0.0,0.0,0.0
MS014-BT_1,0,0.048503966,0.0,0.038146034,0.0,0.0,0.0,0.0,0.0
MS014-BT_1,12,1.635837166,0.0,0.008829532,0.0,0.0,0.0,0.0,0.0
MS014-BT_1,24,1.351466729,0.0,0.001533282,0.0,0.0,0.0,0.0,0.0
MS014-BT_2,0,0.067573336,0.0,7.67e-05,0.0,0.0,0.0,0.0,0.0
MS014-BT_2,12,1.500028662,0.0,0.356638048,0.0,0.0,0.0,0.0,0.0
MS014-BT_2,24,1.233519487,0.0,0.250480506,0.0,0.0,0.0,0.0,0.0
MS014-BU_0,0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0
MS014-BU_0,12,0.0,0.0,0.80247781,0.0,0.451022181,0.0,0.0,0.0
MS014-BU_0,24,0.0,0.0,0.692917518,0.0,0.407915805,0.0,0.0,0.0
MS014-BU_1,0,0.0,0.0,0.034645876,0.0,0.02039579,0.0,0.0,0.0
MS014-BU_1,12,0.0,0.0,0.644674424,0.0,0.311492292,0.0,0.0,0.0
MS014-BU_1,24,0.0,0.0,0.711599043,0.0,0.310734293,0.0,0.0,0.0
MS014-BU_2,0,0.0,0.0,0.035579952,0.0,0.015536715,0.0,0.0,0.0
MS014-BU_2,12,0.0,0.0,0.578798265,0.0,0.078868414,0.0,0.0,0.0
MS014-BU_2,24,0.0,0.0,0.602065526,0.0,0.109434479,0.0,0.0,0.0
MS014-BV_0,0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0
MS014-BV_0,12,0.0,0.282982659,1.028850709,0.0,0.0,0.0,0.0,0.0
MS014-BV_0,24,0.0,0.25296939,0.637697285,0.0,0.0,0.0,0.0,0.0
MS014-BV_1,0,0.0,0.01264847,0.031884864,0.0,0.0,0.0,0.0,0.0
MS014-BV_1,12,0.0,0.791674259,0.41999241,0.0,0.0,0.0,0.0,0.0
MS014-BV_1,24,0.0,0.529175888,0.624490743,0.0,0.0,0.0,0.0,0.0
MS014-BV_2,0,0.0,0.026458794,0.031224537,0.0,0.0,0.0,0.0,0.0
MS014-BV_2,12,0.0,1.213427562,0.320572433,0.0,0.0,0.0,0.0,0.0
MS014-BV_2,24,0.0,1.378304469,0.18136218,0.0,0.0,0.0,0.0,0.0
MS014-CA_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0
MS014-CA_0,12,0.0,0.0,0.573706531,0.0,0.0,0.0,0.023126778,0.0
MS014-CA_0,24,0.0,0.0,0.407584143,0.0,0.0,0.0,0.020249187,0.0
MS014-CA_1,0,0.0,0.0,0.020379207,0.0,0.0,0.0,0.001012459,0.0
MS014-CA_1,12,0.0,0.0,0.472127465,0.0,0.0,0.0,0.028205875,0.0
MS014-CA_1,24,0.0,0.0,0.437151492,0.0,0.0,0.0,0.019515162,0.0
MS014-CA_2,0,0.0,0.0,0.021857575,0.0,0.0,0.0,0.000975758,0.0
MS014-CA_2,12,0.0,0.0,0.418356922,0.0,0.0,0.0,0.032643094,0.0
MS014-CA_2,24,0.0,0.0,0.294452212,0.0,0.0,0.0,0.034047792,0.0
MS014-CH-CS-DP-BU-BV-BT-CA_0,0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
MS014-CH-CS-DP-BU-BV-BT-CA_0,12,0.891657427,0.039020412,0.412709493,0.077172856,0.474504639,0.023622978,0.03111814,0.05419406
MS014-CH-CS-DP-BU-BV-BT-CA_0,24,0.784587843,0.012727052,0.398199419,0.080902454,0.28495894,0.035605051,0.053374149,0.057978442
MS014-CH-CS-DP-BU-BV-BT-CA_1,0,0.039229392,0.000636353,0.019909971,0.004045123,0.014247947,0.001780253,0.002668707,0.002898922
MS014-CH-CS-DP-BU-BV-BT-CA_1,12,1.356488503,0.013143263,0.003580167,0.005425465,0.375125485,0.043853856,0.187844238,0.020539012
MS014-CH-CS-DP-BU-BV-BT-CA_1,24,1.117887009,0.006213213,0.001856264,0.004452375,0.380313894,0.051686186,0.201340832,0.012333518
MS014-CH-CS-DP-BU-BV-BT-CA_2,0,0.05589435,0.000310661,9.28e-05,0.000222619,0.019015695,0.002584309,0.010067042,0.000616676
MS014-CH-CS-DP-BU-BV-BT-CA_2,12,1.366576768,0.003179486,0.000527552,0.0,0.037248456,0.309410253,0.104660554,0.000396934
MS014-CH-CS-DP-BU-BV-BT-CA_2,24,1.314899763,0.002286217,0.002274109,0.0,0.037100559,0.209739643,0.083651625,0.000548088
MS014-CH_0,0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0
MS014-CH_0,12,0.0,0.0,0.312721486,0.05311185,0.0,0.0,0.0,0.0
MS014-CH_0,24,0.0,0.0,0.300231445,0.08860187,0.0,0.0,0.0,0.0
MS014-CH_1,0,0.0,0.0,0.015011572,0.004430094,0.0,0.0,0.0,0.0
MS014-CH_1,12,0.0,0.0,0.467892916,0.048773761,0.0,0.0,0.0,0.0
MS014-CH_1,24,0.0,0.0,0.457152446,0.053514203,0.0,0.0,0.0,0.0
MS014-CH_2,0,0.0,0.0,0.022857622,0.00267571,0.0,0.0,0.0,0.0
MS014-CH_2,12,0.0,0.0,0.426724477,0.008775525,0.0,0.0,0.0,0.0
MS014-CH_2,24,0.0,0.0,0.372533029,0.012300293,0.0,0.0,0.0,0.0
MS014-CS_0,0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0
MS014-CS_0,12,0.0,0.0,0.690232575,0.0,0.0,0.061267412,0.0,0.0
MS014-CS_0,24,0.0,0.0,0.603053414,0.0,0.0,0.106779921,0.0,0.0
MS014-CS_1,0,0.0,0.0,0.030152671,0.0,0.0,0.005338996,0.0,0.0
MS014-CS_1,12,0.0,0.0,0.576803858,0.0,0.0,0.045529486,0.0,0.0
MS014-CS_1,24,0.0,0.0,0.529060207,0.0,0.0,0.047939807,0.0,0.0
MS014-CS_2,0,0.0,0.0,0.02645301,0.0,0.0,0.00239699,0.0,0.0
MS014-CS_2,12,0.0,0.0,0.504351119,0.0,0.0,0.013148881,0.0,0.0
MS014-CS_2,24,0.0,0.0,0.466703811,0.0,0.0,0.016629515,0.0,0.0
MS014-DP_0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.005
MS014-DP_0,12,0.0,0.0,0.433483404,0.0,0.0,0.0,0.0,0.1855166
MS014-DP_0,24,0.0,0.0,0.398232218,0.0,0.0,0.0,0.0,0.252101128
MS014-DP_1,0,0.0,0.0,0.019911611,0.0,0.0,0.0,0.0,0.012605056
MS014-DP_1,12,0.0,0.0,0.200414039,0.0,0.0,0.0,0.0,0.171919295
MS014-DP_1,24,0.0,0.0,0.252746538,0.0,0.0,0.0,0.0,0.269253463
MS014-DP_2,0,0.0,0.0,0.012637327,0.0,0.0,0.0,0.0,0.013462673
MS014-DP_2,12,0.0,0.0,0.312450187,0.0,0.0,0.0,0.0,0.220049818
MS014-DP_2,24,0.0,0.0,0.232345505,0.0,0.0,0.0,0.0,0.288321165
MonocultureMS014_0,0,0.0,0.0,0.007733334,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,3,0.0,0.0,0.029599999,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,6,0.0,0.0,0.313333332,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,9,0.0,0.0,0.550933321,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,12,0.0,0.0,0.624133328,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,15,0.0,0.0,0.6183,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,18,0.0,0.0,0.575600008,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,21,0.0,0.0,0.533999999,0.0,0.0,0.0,0.0,0.0
MonocultureMS014_0,24,0.0,0.0,0.517533341,0.0,0.0,0.0,0.0,0.0
